0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
99.71428571428571,99.71428571428571,99.80952380952381,100.0,99.42857142857143,99.43977591036415,99.71428571428571,100.0,100.0,99.52380952380952,99.80934223069589,99.33333333333333,99.33333333333333,99.61904761904762,98.85714285714286,100.0,99.33333333333333,98.57142857142858,0.0,98.95238095238095,99.57983193277312,99.80952380952381,99.90476190476191,99.90723562152134,99.63369963369964,99.68253968253968
100.0,100.0,99.71428571428571,99.87012987012987,99.71428571428571,100.0,99.71428571428571,99.85569985569985,99.77851605758582,99.80952380952381,99.80934223069589,99.23809523809524,99.52380952380952,99.90476190476191,99.14285714285714,100.0,99.42857142857143,99.33333333333333,0.0,99.61904761904762,99.78991596638656,99.90476190476191,99.80952380952381,99.90723562152134,99.63369963369964,99.89417989417989
99.80952380952381,99.61904761904762,99.71428571428571,100.0,99.71428571428571,99.71988795518207,99.80952380952381,99.85569985569985,100.0,99.80952380952381,99.4280266920877,99.23809523809524,99.42857142857143,99.61904761904762,99.61904761904762,100.0,98.66666666666667,99.04761904761905,0.0,99.52380952380952,99.78991596638656,99.61904761904762,99.71428571428571,100.0,99.26739926739927,99.89417989417989
99.90476190476191,99.71428571428571,99.61904761904762,100.0,99.71428571428571,100.0,99.71428571428571,100.0,100.0,100.0,99.71401334604386,99.80952380952381,99.90476190476191,99.61904761904762,99.52380952380952,100.0,99.52380952380952,99.33333333333333,0.0,99.52380952380952,99.89495798319328,99.80952380952381,99.80952380952381,99.90723562152134,99.63369963369964,100.0
99.90476190476191,99.90476190476191,100.0,100.0,99.52380952380952,100.0,100.0,100.0,99.88925802879291,99.71428571428571,99.61868446139181,99.52380952380952,99.80952380952381,99.71428571428571,99.61904761904762,99.87293519695044,99.61904761904762,99.61904761904762,0.0,99.80952380952381,99.47478991596638,99.80952380952381,99.80952380952381,99.90723562152134,99.63369963369964,99.7883597883598
99.80952380952381,99.80952380952381,100.0,100.0,99.71428571428571,100.0,99.61904761904762,100.0,100.0,99.80952380952381,99.90467111534795,99.61904761904762,99.61904761904762,99.71428571428571,99.80952380952381,99.87293519695044,99.23809523809524,99.80952380952381,0.0,99.61904761904762,99.68487394957984,100.0,99.90476190476191,100.0,100.0,100.0
99.71428571428571,99.90476190476191,99.80952380952381,100.0,99.80952380952381,100.0,99.80952380952381,100.0,100.0,99.90476190476191,99.80934223069589,99.90476190476191,99.71428571428571,99.90476190476191,99.52380952380952,100.0,99.52380952380952,99.80952380952381,0.0,99.14285714285714,99.78991596638656,99.90476190476191,99.90476190476191,100.0,100.0,100.0
100.0,100.0,99.90476190476191,100.0,99.80952380952381,100.0,99.90476190476191,100.0,99.88925802879291,100.0,100.0,99.61904761904762,99.71428571428571,99.71428571428571,99.80952380952381,100.0,99.42857142857143,100.0,0.0,99.80952380952381,100.0,100.0,99.90476190476191,99.90723562152134,99.63369963369964,100.0
99.80952380952381,99.90476190476191,99.90476190476191,100.0,99.61904761904762,99.71988795518207,99.80952380952381,100.0,100.0,100.0,100.0,99.61904761904762,99.71428571428571,99.90476190476191,99.52380952380952,100.0,99.71428571428571,99.71428571428571,0.0,99.71428571428571,99.89495798319328,100.0,100.0,100.0,100.0,100.0
100.0,99.90476190476191,100.0,100.0,99.90476190476191,100.0,99.90476190476191,100.0,100.0,99.90476190476191,99.61868446139181,99.90476190476191,99.90476190476191,99.71428571428571,99.61904761904762,100.0,99.61904761904762,99.80952380952381,0.0,99.90476190476191,100.0,100.0,99.90476190476191,99.90723562152134,99.26739926739927,99.89417989417989
100.0,100.0,99.90476190476191,100.0,100.0,100.0,99.90476190476191,100.0,100.0,100.0,99.71401334604386,99.80952380952381,100.0,99.80952380952381,99.71428571428571,100.0,99.61904761904762,99.71428571428571,0.0,99.90476190476191,100.0,100.0,100.0,99.90723562152134,100.0,99.89417989417989
100.0,99.80952380952381,100.0,99.87012987012987,99.80952380952381,100.0,100.0,100.0,100.0,99.80952380952381,99.71401334604386,99.90476190476191,100.0,100.0,100.0,100.0,99.80952380952381,99.90476190476191,0.0,99.90476190476191,99.89495798319328,100.0,100.0,100.0,100.0,100.0
100.0,99.90476190476191,100.0,100.0,99.90476190476191,100.0,100.0,100.0,100.0,100.0,99.90467111534795,99.80952380952381,99.90476190476191,100.0,99.71428571428571,100.0,99.90476190476191,99.71428571428571,0.0,99.80952380952381,99.89495798319328,100.0,100.0,100.0,100.0,99.89417989417989
