epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_class_0_acc,val_class_0_acc,train_class_1_acc,val_class_1_acc,train_class_2_acc,val_class_2_acc,train_class_3_acc,val_class_3_acc,train_class_4_acc,val_class_4_acc,train_class_5_acc,val_class_5_acc,train_class_6_acc,val_class_6_acc,train_class_7_acc,val_class_7_acc,train_class_8_acc,val_class_8_acc,train_class_9_acc,val_class_9_acc,train_class_10_acc,val_class_10_acc,train_class_11_acc,val_class_11_acc,train_class_12_acc,val_class_12_acc,train_class_13_acc,val_class_13_acc,train_class_14_acc,val_class_14_acc,train_class_15_acc,val_class_15_acc,train_class_16_acc,val_class_16_acc,train_class_17_acc,val_class_17_acc,train_class_18_acc,val_class_18_acc,train_class_19_acc,val_class_19_acc,train_class_20_acc,val_class_20_acc,train_class_21_acc,val_class_21_acc,train_class_22_acc,val_class_22_acc,train_class_23_acc,val_class_23_acc,train_class_24_acc,val_class_24_acc,train_class_25_acc,val_class_25_acc
11,1.1299459620866026,1.017121839073469,86.5645031200917,88.91859774212716,91.04761904761904,96.66666666666667,87.23809523809524,92.66666666666666,93.14285714285714,98.66666666666667,97.14285714285714,100.0,78.76190476190476,83.33333333333334,96.63865546218487,100.0,85.23809523809524,92.66666666666666,97.97979797979798,100.0,95.12735326688815,97.67441860465115,88.09523809523809,94.66666666666667,85.12869399428027,86.0,75.90476190476191,83.33333333333334,75.14285714285714,86.0,86.66666666666667,84.66666666666667,72.47619047619047,74.66666666666667,96.95044472681067,100.0,69.42857142857143,61.33333333333333,69.14285714285714,80.0,0.0,0.0,82.47619047619048,93.33333333333333,91.49159663865547,82.35294117647058,92.57142857142857,79.33333333333333,93.71428571428572,82.66666666666667,96.1038961038961,99.35064935064936,92.67399267399267,100.0,96.71957671957672,100.0
12,1.0763946650474052,0.8939037615398191,89.13698688287982,93.01841948900773,94.0,96.66666666666667,92.0952380952381,97.33333333333334,94.85714285714286,98.66666666666667,97.92207792207792,100.0,85.80952380952381,96.0,96.35854341736695,100.0,89.42857142857143,94.0,97.25829725829726,100.0,96.3455149501661,99.2248062015504,91.80952380952381,94.66666666666667,87.7025738798856,92.66666666666666,80.19047619047619,86.66666666666667,79.9047619047619,92.0,90.47619047619048,96.0,79.23809523809524,84.66666666666667,97.96696315120712,100.0,72.57142857142857,72.66666666666667,71.23809523809524,86.0,0.0,0.0,84.85714285714285,77.33333333333333,92.12184873949579,94.85294117647058,91.71428571428571,95.33333333333334,94.85714285714286,96.0,95.91836734693877,97.40259740259741,92.3076923076923,100.0,97.88359788359789,94.07407407407408
13,0.992615396575876,0.85090871014685,92.74950120983148,95.09803921568627,96.0952380952381,100.0,95.04761904761905,98.0,96.95238095238096,98.0,98.31168831168831,100.0,91.71428571428571,96.66666666666667,96.35854341736695,100.0,93.04761904761905,96.66666666666667,98.55699855699855,100.0,97.89590254706533,100.0,95.14285714285714,97.33333333333334,92.46901811248809,91.33333333333333,88.09523809523809,95.33333333333334,86.57142857142858,86.66666666666667,93.61904761904762,95.33333333333334,85.23809523809524,92.0,99.23761118170266,100.0,78.95238095238095,83.33333333333334,79.9047619047619,84.66666666666667,0.0,0.0,87.61904761904762,84.0,95.48319327731093,97.79411764705883,95.14285714285714,94.0,97.23809523809524,100.0,97.95918367346938,98.7012987012987,95.97069597069597,100.0,97.24867724867725,100.0
14,0.9505066240059974,0.8181969152306611,94.79560215647153,95.60308972073678,96.38095238095238,98.66666666666667,96.85714285714285,99.33333333333333,97.42857142857143,98.0,99.35064935064936,100.0,95.23809523809523,98.0,96.9187675070028,100.0,96.0952380952381,97.33333333333334,99.42279942279943,100.0,98.00664451827242,100.0,96.95238095238096,98.66666666666667,94.37559580552907,98.0,90.38095238095238,93.33333333333333,90.57142857142857,93.33333333333333,95.52380952380952,96.66666666666667,87.42857142857143,92.0,99.23761118170266,100.0,84.66666666666667,92.66666666666666,84.38095238095238,57.99999999999999,0.0,0.0,90.66666666666666,92.66666666666666,97.47899159663865,100.0,97.52380952380952,96.66666666666667,98.38095238095238,98.66666666666667,98.33024118738405,100.0,97.8021978021978,100.0,99.04761904761905,99.25925925925925
15,0.9167380924147319,0.7661842703819275,96.14976440123955,98.1283422459893,97.42857142857143,100.0,97.42857142857143,98.66666666666667,98.28571428571429,99.33333333333333,99.48051948051948,100.0,97.04761904761905,99.33333333333333,98.8795518207283,100.0,97.14285714285714,98.0,99.13419913419914,100.0,99.33554817275747,100.0,98.38095238095238,99.33333333333333,97.14013346043852,98.0,93.23809523809524,98.0,92.76190476190476,98.66666666666667,97.04761904761905,98.66666666666667,92.38095238095238,94.66666666666667,99.61880559085134,100.0,87.23809523809524,90.0,86.57142857142858,96.0,0.0,0.0,92.47619047619048,93.33333333333333,97.37394957983193,100.0,97.90476190476191,97.33333333333334,98.47619047619047,98.66666666666667,98.42300556586271,100.0,97.8021978021978,100.0,99.36507936507937,100.0
16,0.8984592035210875,0.7526580342706645,96.76529269431592,97.92038027332146,98.09523809523809,99.33333333333333,97.52380952380952,98.66666666666667,98.28571428571429,99.33333333333333,99.74025974025975,100.0,96.95238095238096,99.33333333333333,98.0392156862745,100.0,98.47619047619047,98.0,99.42279942279943,100.0,99.44629014396456,100.0,97.80952380952381,98.66666666666667,97.14013346043852,98.66666666666667,95.80952380952381,97.33333333333334,94.19047619047619,96.66666666666667,97.42857142857143,98.0,93.33333333333333,97.33333333333334,99.49174078780177,100.0,88.57142857142857,91.33333333333333,90.0952380952381,92.66666666666666,0.0,0.0,92.0,89.33333333333333,98.94957983193278,100.0,98.66666666666667,99.33333333333333,98.76190476190476,100.0,98.14471243042672,99.35064935064936,98.9010989010989,100.0,99.47089947089947,100.0
17,0.8758970671876013,0.7530217508100113,97.32988071486183,98.54426619132501,99.14285714285714,99.33333333333333,98.28571428571429,99.33333333333333,98.57142857142858,99.33333333333333,99.48051948051948,100.0,98.0,99.33333333333333,99.15966386554622,100.0,97.23809523809524,97.33333333333334,99.42279942279943,100.0,100.0,100.0,98.47619047619047,100.0,97.14013346043852,98.0,95.04761904761905,98.66666666666667,96.47619047619047,99.33333333333333,97.90476190476191,98.66666666666667,93.9047619047619,94.66666666666667,99.11054637865311,100.0,91.42857142857143,91.33333333333333,91.71428571428571,97.33333333333334,0.0,0.0,94.66666666666667,96.66666666666667,98.6344537815126,99.26470588235294,98.0,99.33333333333333,99.23809523809524,100.0,99.16512059369202,100.0,98.53479853479854,100.0,98.94179894179894,99.25925925925925
18,0.855696094552999,0.7373416614982317,98.0770047119752,98.51455733808675,99.04761904761905,100.0,99.04761904761905,99.33333333333333,99.23809523809524,100.0,99.35064935064936,100.0,97.80952380952381,100.0,99.71988795518207,100.0,98.47619047619047,97.33333333333334,99.42279942279943,100.0,99.44629014396456,100.0,99.04761904761905,98.66666666666667,97.80743565300286,98.66666666666667,96.85714285714285,99.33333333333333,96.76190476190476,100.0,98.95238095238095,99.33333333333333,96.66666666666667,97.33333333333334,99.74587039390089,100.0,93.9047619047619,98.66666666666667,94.38095238095238,88.66666666666667,0.0,0.0,95.42857142857143,92.0,98.52941176470588,100.0,98.76190476190476,100.0,98.85714285714286,99.33333333333333,99.53617810760667,98.05194805194806,98.9010989010989,100.0,99.47089947089947,100.0
19,0.840735576663237,0.717841091021052,98.66706286878635,99.19786096256684,99.71428571428571,100.0,99.14285714285714,99.33333333333333,99.14285714285714,99.33333333333333,100.0,100.0,98.95238095238095,99.33333333333333,98.8795518207283,100.0,99.42857142857143,98.66666666666667,99.71139971139971,100.0,99.77851605758582,100.0,99.23809523809524,100.0,99.14204003813155,98.66666666666667,98.19047619047619,100.0,98.19047619047619,99.33333333333333,99.33333333333333,99.33333333333333,97.52380952380952,98.0,99.74587039390089,100.0,94.95238095238095,96.0,95.33333333333334,98.0,0.0,0.0,96.0952380952381,98.0,98.94957983193278,100.0,99.71428571428571,99.33333333333333,99.14285714285714,98.66666666666667,99.35064935064936,100.0,98.53479853479854,100.0,99.7883597883598,100.0
20,0.8287798090355829,0.7146871899658779,98.93874432228212,99.01960784313727,99.42857142857143,99.33333333333333,99.04761904761905,99.33333333333333,99.14285714285714,100.0,99.87012987012987,100.0,99.23809523809524,100.0,99.15966386554622,96.07843137254902,99.33333333333333,98.66666666666667,99.85569985569985,100.0,99.66777408637874,100.0,99.80952380952381,100.0,99.0467111534795,98.66666666666667,98.76190476190476,100.0,97.90476190476191,100.0,99.14285714285714,97.33333333333334,97.52380952380952,97.33333333333334,99.74587039390089,100.0,96.76190476190476,96.0,96.38095238095238,99.33333333333333,0.0,0.0,97.42857142857143,96.0,99.47478991596638,100.0,99.61904761904762,99.33333333333333,99.42857142857143,98.0,99.90723562152134,100.0,99.26739926739927,100.0,99.89417989417989,100.0
21,0.8208663482976154,0.7025253930181827,99.14675043511482,99.43553178847296,99.80952380952381,100.0,99.23809523809524,99.33333333333333,99.61904761904762,100.0,99.87012987012987,100.0,98.76190476190476,100.0,99.15966386554622,96.07843137254902,99.52380952380952,98.66666666666667,99.85569985569985,100.0,99.77851605758582,100.0,99.80952380952381,100.0,99.33269780743565,98.66666666666667,98.76190476190476,100.0,98.85714285714286,100.0,98.95238095238095,98.66666666666667,98.19047619047619,97.33333333333334,100.0,100.0,97.04761904761905,98.0,97.80952380952381,100.0,0.0,0.0,98.47619047619047,98.0,99.26470588235294,100.0,99.23809523809524,100.0,99.52380952380952,100.0,99.81447124304268,100.0,98.16849816849816,100.0,99.89417989417989,100.0
22,0.8133788905169582,0.6916222741019051,99.24014093475401,99.61378490790256,99.61904761904762,100.0,99.80952380952381,99.33333333333333,99.52380952380952,100.0,100.0,100.0,99.23809523809524,100.0,99.43977591036415,100.0,99.61904761904762,98.66666666666667,99.85569985569985,100.0,99.77851605758582,100.0,99.52380952380952,100.0,99.33269780743565,98.66666666666667,99.23809523809524,100.0,99.14285714285714,100.0,99.61904761904762,100.0,98.85714285714286,98.0,99.87293519695044,100.0,97.42857142857143,98.0,97.90476190476191,99.33333333333333,0.0,0.0,96.66666666666667,99.33333333333333,99.68487394957984,100.0,99.42857142857143,100.0,99.90476190476191,100.0,99.72170686456401,100.0,98.16849816849816,100.0,99.68253968253968,100.0
23,0.8027791054591253,0.6897371523785141,99.59672284246722,99.67320261437908,99.80952380952381,100.0,99.61904761904762,99.33333333333333,99.61904761904762,100.0,100.0,100.0,99.23809523809524,100.0,100.0,100.0,99.61904761904762,98.66666666666667,99.85569985569985,100.0,100.0,100.0,99.71428571428571,100.0,99.61868446139181,98.66666666666667,99.52380952380952,100.0,99.42857142857143,100.0,99.80952380952381,100.0,99.14285714285714,98.0,100.0,100.0,98.66666666666667,98.0,99.23809523809524,100.0,0.0,0.0,98.95238095238095,100.0,99.89495798319328,100.0,99.52380952380952,100.0,99.90476190476191,100.0,100.0,100.0,98.9010989010989,100.0,100.0,100.0
24,0.7978361137514192,0.6890977666063128,99.52880247909326,99.64349376114082,99.52380952380952,100.0,99.33333333333333,99.33333333333333,99.90476190476191,100.0,99.87012987012987,100.0,99.33333333333333,100.0,98.8795518207283,100.0,99.52380952380952,98.66666666666667,100.0,100.0,99.88925802879291,100.0,99.90476190476191,100.0,99.90467111534795,98.66666666666667,99.04761904761905,100.0,99.23809523809524,100.0,99.71428571428571,100.0,99.33333333333333,97.33333333333334,100.0,100.0,98.85714285714286,98.66666666666667,99.14285714285714,100.0,0.0,0.0,98.47619047619047,99.33333333333333,99.78991596638656,100.0,99.80952380952381,100.0,99.52380952380952,100.0,100.0,100.0,98.9010989010989,100.0,99.89417989417989,100.0
25,0.7923346063308923,0.6869887968279281,99.57125270620197,99.61378490790256,99.71428571428571,100.0,99.71428571428571,99.33333333333333,99.80952380952381,100.0,100.0,100.0,99.42857142857143,100.0,99.43977591036415,100.0,99.71428571428571,98.66666666666667,100.0,100.0,100.0,100.0,99.52380952380952,100.0,99.80934223069589,98.66666666666667,99.33333333333333,100.0,99.33333333333333,99.33333333333333,99.61904761904762,99.33333333333333,98.85714285714286,97.33333333333334,100.0,100.0,99.33333333333333,99.33333333333333,98.57142857142858,99.33333333333333,0.0,0.0,98.95238095238095,100.0,99.57983193277312,100.0,99.80952380952381,100.0,99.90476190476191,100.0,99.90723562152134,100.0,99.63369963369964,100.0,99.68253968253968,100.0
26,0.7886662798199228,0.6828016706232755,99.72407352379335,99.61378490790256,100.0,100.0,100.0,99.33333333333333,99.71428571428571,100.0,99.87012987012987,100.0,99.71428571428571,100.0,100.0,96.07843137254902,99.71428571428571,98.66666666666667,99.85569985569985,100.0,99.77851605758582,100.0,99.80952380952381,100.0,99.80934223069589,98.0,99.23809523809524,100.0,99.52380952380952,100.0,99.90476190476191,100.0,99.14285714285714,98.0,100.0,100.0,99.42857142857143,98.66666666666667,99.33333333333333,100.0,0.0,0.0,99.61904761904762,100.0,99.78991596638656,100.0,99.90476190476191,100.0,99.80952380952381,100.0,99.90723562152134,100.0,99.63369963369964,100.0,99.89417989417989,100.0
27,0.7843167474922449,0.6839257973545002,99.63068302415418,99.64349376114082,99.80952380952381,100.0,99.61904761904762,99.33333333333333,99.71428571428571,100.0,100.0,100.0,99.71428571428571,100.0,99.71988795518207,100.0,99.80952380952381,98.66666666666667,99.85569985569985,100.0,100.0,100.0,99.80952380952381,100.0,99.4280266920877,98.66666666666667,99.23809523809524,100.0,99.42857142857143,100.0,99.61904761904762,100.0,99.61904761904762,98.0,100.0,100.0,98.66666666666667,99.33333333333333,99.04761904761905,99.33333333333333,0.0,0.0,99.52380952380952,99.33333333333333,99.78991596638656,100.0,99.61904761904762,99.33333333333333,99.71428571428571,100.0,100.0,100.0,99.26739926739927,100.0,99.89417989417989,100.0
28,0.7826688485093879,0.6767375143069141,99.7750137963238,99.70291146761735,99.90476190476191,99.33333333333333,99.71428571428571,99.33333333333333,99.61904761904762,100.0,100.0,100.0,99.71428571428571,100.0,100.0,100.0,99.71428571428571,98.66666666666667,100.0,100.0,100.0,100.0,100.0,100.0,99.71401334604386,98.66666666666667,99.80952380952381,100.0,99.90476190476191,100.0,99.61904761904762,100.0,99.52380952380952,98.0,100.0,100.0,99.52380952380952,99.33333333333333,99.33333333333333,100.0,0.0,0.0,99.52380952380952,100.0,99.89495798319328,100.0,99.80952380952381,100.0,99.80952380952381,100.0,99.90723562152134,100.0,99.63369963369964,100.0,100.0,100.0
29,0.7775891428071309,0.6856090246506457,99.7750137963238,99.64349376114082,99.90476190476191,100.0,99.90476190476191,99.33333333333333,100.0,100.0,100.0,100.0,99.52380952380952,100.0,100.0,100.0,100.0,98.66666666666667,100.0,100.0,99.88925802879291,100.0,99.71428571428571,100.0,99.61868446139181,98.66666666666667,99.52380952380952,100.0,99.80952380952381,100.0,99.71428571428571,100.0,99.61904761904762,98.0,99.87293519695044,100.0,99.61904761904762,99.33333333333333,99.61904761904762,99.33333333333333,0.0,0.0,99.80952380952381,98.66666666666667,99.47478991596638,100.0,99.80952380952381,100.0,99.80952380952381,100.0,99.90723562152134,100.0,99.63369963369964,100.0,99.7883597883598,100.0
30,0.7760143420560573,0.6744811264973767,99.80472895529992,99.64349376114082,99.80952380952381,100.0,99.80952380952381,99.33333333333333,100.0,100.0,100.0,100.0,99.71428571428571,100.0,100.0,100.0,99.61904761904762,98.66666666666667,100.0,100.0,100.0,100.0,99.80952380952381,100.0,99.90467111534795,98.66666666666667,99.61904761904762,100.0,99.61904761904762,100.0,99.71428571428571,100.0,99.80952380952381,98.0,99.87293519695044,100.0,99.23809523809524,98.66666666666667,99.80952380952381,99.33333333333333,0.0,0.0,99.61904761904762,99.33333333333333,99.68487394957984,100.0,100.0,100.0,99.90476190476191,100.0,100.0,100.0,100.0,100.0,100.0,100.0
31,0.7733939173744946,0.6762131025206368,99.81746402343252,99.73262032085562,99.71428571428571,100.0,99.90476190476191,99.33333333333333,99.80952380952381,100.0,100.0,100.0,99.80952380952381,100.0,100.0,100.0,99.80952380952381,98.66666666666667,100.0,100.0,100.0,100.0,99.90476190476191,100.0,99.80934223069589,98.66666666666667,99.90476190476191,100.0,99.71428571428571,100.0,99.90476190476191,100.0,99.52380952380952,98.0,100.0,100.0,99.52380952380952,99.33333333333333,99.80952380952381,100.0,0.0,0.0,99.14285714285714,100.0,99.78991596638656,100.0,99.90476190476191,100.0,99.90476190476191,100.0,100.0,100.0,100.0,100.0,100.0,100.0
32,0.7693389899685454,0.6707064363191713,99.88113936409559,99.70291146761735,100.0,100.0,100.0,99.33333333333333,99.90476190476191,100.0,100.0,100.0,99.80952380952381,100.0,100.0,100.0,99.90476190476191,98.66666666666667,100.0,100.0,99.88925802879291,100.0,100.0,100.0,100.0,98.66666666666667,99.61904761904762,100.0,99.71428571428571,100.0,99.71428571428571,100.0,99.80952380952381,98.0,100.0,100.0,99.42857142857143,98.66666666666667,100.0,100.0,0.0,0.0,99.80952380952381,100.0,100.0,100.0,100.0,100.0,99.90476190476191,100.0,99.90723562152134,100.0,99.63369963369964,100.0,100.0,100.0
33,0.7687753692552003,0.6707770903155489,99.85566922783036,99.67320261437908,99.80952380952381,100.0,99.90476190476191,99.33333333333333,99.90476190476191,100.0,100.0,100.0,99.61904761904762,100.0,99.71988795518207,100.0,99.80952380952381,98.66666666666667,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.66666666666667,99.61904761904762,100.0,99.71428571428571,100.0,99.90476190476191,99.33333333333333,99.52380952380952,98.0,100.0,100.0,99.71428571428571,98.66666666666667,99.71428571428571,100.0,0.0,0.0,99.71428571428571,100.0,99.89495798319328,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
34,0.7658169153260022,0.6708960679342162,99.87689434138473,99.64349376114082,100.0,100.0,99.90476190476191,99.33333333333333,100.0,100.0,100.0,100.0,99.90476190476191,100.0,100.0,100.0,99.90476190476191,98.66666666666667,100.0,100.0,100.0,100.0,99.90476190476191,100.0,99.61868446139181,98.66666666666667,99.90476190476191,100.0,99.90476190476191,100.0,99.71428571428571,99.33333333333333,99.61904761904762,98.0,100.0,100.0,99.61904761904762,99.33333333333333,99.80952380952381,98.66666666666667,0.0,0.0,99.90476190476191,100.0,100.0,100.0,100.0,100.0,99.90476190476191,100.0,99.90723562152134,100.0,99.26739926739927,100.0,99.89417989417989,100.0
